text,label
"""A """"liberal Democrat"""" judge released on bond a Muslim extremist who trained children at a New Mexico compound to become school shooters.""",1
Alan Grayson Says Daniel Webster thinks wives should submit to their husbands.,1
Novartis's cancer therapy wins UK backing after initial lymphoma snub.,0
"""San Francisco has spent $72.5 million this fiscal year cleaning up human waste and drug paraphernalia"""" and """"there are more drug users on their public needle program than high school graduates.""",1
"Chinese communities rattled by virus, cancel new year events.",0
DNC staffer Seth Rich was gunned down to prevent him from meeting with the FBI over plans to testify against Hillary Clinton.,1
"Nevada has 94 new coronavirus cases, pushing total to 1,836.",0
"""Barack Obama Says he """"will protect your guaranteed benefits"""" in Medicare while """"Mitt Romney would take away Medicare as guaranteed benefits.""",1
Eating Foods High in Vitamin C Cuts Risk of Cataract Progression by a Third,1
Illinois lawmakers plan 2nd Legionnaires’ disease hearing.,0
Furiex irritable bowel syndrome drug succeeds in large trials.,0
Nearly 60 percent of women who use birth control do so for more than just family planning.,0
Scientists have created a human-gorilla hybrid called Hurilla.,1
"Capsaicin, the spice-causing molecule in chili peppers, can help beat breast cancer.",1
Scientists to cook world's first in-vitro beef burger.,0
Drinking boiled garlic water will cure COVID-19.,1
"Faced with a shortage of face masks, some U.S. doctors make their own.",0
Italy court ruling links mobile phone use to tumor.,0
Technique improves breast reduction outcomes,1
Oregon plans meetings on proposed controlled burn rules.,0
"""Sororities are outlawed on certain campuses because local """"brothel laws"""" prohibit more than a specified number of females from living together.""",1
Windsor doctor joining direct primary care movement.,0
"""New kind of gene """"silencing"""" drug works in monkeys.""",0
Activists warn Balkan rivers at risk from hydropower plants.,0
A photograph shows a red blood cell on the tip of a needle.,1
Cholesterol Drugs May Treat Psoriasis,1
Fireball whisky is being recalled due to concerns over a dangerous ingredient.,1
From parade to pandemic: Museum looks at 1918′s deadly flu.,0
Teen baseball player finds alternative to Tommy John surgery.,0
Anti-inflammatory diet could reduce risk of bone loss in women,0
Colleges’ message to ease student stress: Failure is normal.,0
Illinois illnesses from insect bites increased by 58 percent.,0
Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,1
"New Support for Home Births U.K. board NICE, in a surprise, rules having a baby at home is safer than a hospital in some low-risk pregnancies",0
"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.",0
A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,0
Less body fat for toddlers taking vitamin D,1
"""A study proved e-cigarette use (or vaping) leads to an incurable condition known as """"popcorn lung.""",1
Massachusetts collecting data on possible vaping illnesses.,0
"""Said President Barack Obama """"said he was going to stop (signature strikes).""",1
"The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.",0
"""Beyond Meat"""" and """"Impossible Burger"""" foods have nearly identical ingredients to dog food.""",1
We have had over 40 days this summer where it was unsafe to breathe the air.,1
PCSK9-Inhibitor Drug Class That Grew Out of UT Southwestern Research Becomes a Game-Changer for Patient with Extremely High Cholesterol,1
Producers grapple with UW Health’s shift from local food.,0
Device treatment may silence ringing in the ears.,0
  An abandoned “ghost ship” full of Ebola-infected rats will make landfall in Florida. ,1
"""Brett Hulsey Says opponent Mary Burke told reporters she would have """"required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.""",1
"Education, climate change, health care on lawmakers’ agenda.",0
An advertisement sought paid participants to take part in the Central American caravan to the U.S.,1
The soft drinks Coca-Cola and Pepsi used as pesticides by farmers in India.,1
California governor has doubts about tougher vaccine rules.,0
A prenatal fix to a twin threat,1
"In 1998, Senator Chuck Schumer was caught taking $1 million in excessive campaign contributions and failing to properly disclose $4.6 million in expenses, for which he was fined $138,000.",1
“People Of Color May Be Immune To The Coronavirus Because Of Melanin.”,1
Knee Replacement Getting Easier,1
"""The 'Old Farmer's Almanac' predicted an """"alarming number of snowstorms"""" for the 2019 to 2020 winter season.""",1
"Too soon to ease anti-virus curbs, Swiss say as new cases decelerate.",0
Federal lawsuit targets West Virginia foster care system.,0
Protein urine test may signal prostate cancer,1
Marijuana contains 50 to 70 percent more carcinogenic hydrocarbons than tobacco.,1
"Death toll nears 400 in India's flood-hit Kerala, dozens missing.",0
Condom manufacturer Durex created a coronavirus advertisement comparing face masks to condoms.,1
Researchers Make Progress With Insomnia,1
"""Kathryn Starkey """"joined forces with liberal Democrats on a historic sales tax hike.""",1
Twenty-three states have agreed to enact a total ban on all forms of hollow point ammunition.,1
Kentucky issues harmful algae warning for Ohio River.,0
North Carolina confirms 2nd death from Legionnaires’ disease.,0
" A commentary titled, “Getting to Know the Real John McCain” by Burma Davis Posey began making the rounds in August 2017 after Senator McCain voted against the GOP’s plan to repeal Obamacare. ",0
"""The folks in Washington"""" are """"already forcing you to buy government health care.""",1
"""Tom DeLay Says most illegal immigrants draw """"welfare benefits, they’re sending their kids to school, they’re using the public services.""",1
Acupressure for menstrual pain,0
Study: Iowa nitrogen pollution in the water is getting worse.,0
Health Experts Call For Heart Checkups For Kids,1
New Drug Helps Treatment-Resistant Arthritis,1
"""Paul Broun Says U.S. Reps. Phil Gingrey and Jack Kingston have """"even changed votes to what I voted, multiple times.""",1
Vietnam to mobilize military in fight against African swine fever.,0
"I think if you look at the entire federal government and the president’s commitment to (fighting opioid addiction), you’ll see that there are actually hundreds of millions of dollars increase on this issue.",1
"Promising 'better days,' Macron extends France's lockdown until May 11.",0
"President Donald Trump said: “I have signed a letter to Congress to make clear that if they send any legislation to my desk that weakens the protection of human life, I will issue a veto … Every child is a sacred gift from God … Every life is worth protecting … We know that every life has meaning and that every life is worth protecting.”",0
There’s no data that says a gun-free zone has saved lives.,0
"Viral image says John F. Kennedy ""smoked cannabis in the White House, while president, because he suffered from severe back pain and Addison's disease.""",1
"U.S. farmers are saturating wheat crops with the herbicide Roundup as a desiccant before each harvest, causing an increase in wheat-related ailments.",1
Sweet news for chocoholics,1
"Vulnerable people disappeared, regulators didn’t know.",0
Tennessee county adding public health jobs with fed funds  .,0
"""Under certain conditions, lionesses can grow manes and develop """"masculine behavior"""".""",0
"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",1
New Eczema Treatments Could Be Available Soon,1
"Donald Trump said in the good old days, protesters were harshly dealt with and carried away on stretchers.",0
